Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,63.94,1,0,24.9366,11/13/2023 0:09
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,60.6,5,0.2,20.4525,7/16/2023 17:23
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,22.72,4,0,6.5888,4/17/2025 1:13
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Furnishings,10.68,4,0,4.0584,4/25/2024 8:26
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,17.34,3,0,8.4966,6/22/2025 10:46
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,3.38,1,0,1.5548,1/10/2025 13:49
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,26.976,4,0.2,8.7672,6/22/2024 10:49
Standard Class,Corporate,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,307.776,7,0.2,111.5688,9/21/2024 15:33
Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,244.55,5,0,4.891,3/22/2024 3:47
Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Envelopes,12.24,6,0,5.7528,5/21/2024 16:27
Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,13.98,2,0,6.0114,10/11/2024 12:21
Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,899.95,5,0,53.997,10/15/2024 15:41
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,1.632,1,0.2,0.5508,2/14/2025 16:32
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Phones,267.96,5,0.2,16.7475,7/19/2024 5:53
Second Class,Consumer,United States,Rochester,New York,14609,East,Technology,Accessories,31.95,1,0,2.2365,11/25/2024 23:02
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,725.84,4,0,210.4936,2/9/2025 3:05
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,10.896,3,0.2,3.9498,3/20/2025 6:27
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,8.544,2,0.2,2.8836,4/21/2024 3:31
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Binders,32.34,3,0,15.5232,1/30/2023 13:02
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Paper,39.9,5,0,19.95,8/24/2025 3:06
Standard Class,Consumer,United States,Park Ridge,Illinois,60068,Central,Office Supplies,Paper,143.856,9,0.2,48.5514,5/11/2023 10:08
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,41.92,4,0.2,15.196,5/3/2023 0:31
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Phones,329.584,2,0.2,37.0782,9/13/2023 12:57
First Class,Corporate,United States,Monroe,Louisiana,71203,South,Office Supplies,Binders,87.28,8,0,41.0216,9/21/2025 9:32
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,279.456,6,0.2,20.9592,1/21/2024 0:02
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,8,2,0,3.84,10/12/2023 15:16
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,27.24,5,0.2,9.534,9/11/2023 22:50
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,16.36,1,0,1.636,4/6/2023 14:50
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,15.78,2,0,0.6312,5/31/2025 20:35
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,45.98,2,0,12.8744,6/28/2025 16:04
Standard Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Bookcases,198.272,8,0.2,-32.2192,7/6/2023 14:14
First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,720.76,5,0.2,54.057,3/19/2024 14:17
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Furniture,Furnishings,70.56,6,0,23.9904,6/18/2023 23:32
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Appliances,81.96,2,0,22.9488,12/23/2024 13:17
Second Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,64.864,4,0.2,6.4864,4/5/2024 11:12
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,151.192,1,0.2,13.2293,10/2/2024 16:26
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,88.776,3,0.2,7.7679,4/10/2025 19:25
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,11.56,4,0,5.4332,3/3/2024 11:41
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,15.58,1,0,3.895,4/14/2023 16:47
First Class,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Paper,85.056,3,0.2,28.7064,9/10/2023 9:55
Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,273.96,2,0,71.2296,5/7/2024 16:42
Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,306.9,3,0,79.794,1/21/2023 7:33
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,6/25/2025 4:40
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Tables,347.361,7,0.3,-69.4722,5/8/2025 10:18
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,2/3/2024 14:07
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,98.16,6,0,9.816,8/6/2024 14:37
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,31.44,3,0,7.86,2/7/2025 14:46
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,348.488,7,0.2,117.6147,8/17/2025 22:16
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,172.736,4,0.2,-30.2288,3/30/2025 15:41
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,15.54,3,0,7.6146,9/18/2023 0:16
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,105.552,6,0.2,35.6238,2/1/2024 3:55
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,25.92,5,0.2,9.072,1/15/2025 8:03
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,15.808,8,0.2,5.3352,4/24/2025 20:42
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.368,2,0.2,3.7584,7/30/2024 21:12
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,358.2,3,0.4,41.79,6/12/2023 22:39
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,545.916,14,0.4,72.7888,6/12/2024 20:43
Standard Class,Consumer,United States,Rogers,Arkansas,72756,South,Office Supplies,Binders,40.41,9,0,18.5886,7/2/2025 6:16
Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,167.976,3,0.2,10.4985,9/1/2025 13:10
Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Accessories,109.53,3,0,47.0979,8/22/2024 14:55
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Labels,9.82,2,0,4.8118,6/26/2025 21:49
Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,26.352,3,0.2,9.5526,7/16/2025 11:19
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,22.5,6,0,10.8,12/25/2023 13:21
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,9.96,2,0,4.5816,9/13/2023 22:37
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,213.08,7,0,102.2784,3/29/2025 10:24
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,1025.88,6,0,235.9524,5/12/2023 16:44
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,21.98,7,0,9.891,2/27/2025 0:14
Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,63.2,5,0,23.384,7/14/2025 5:54
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,39,12,0,11.31,7/17/2024 10:28
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,2.907,3,0.7,-2.0349,5/8/2024 5:06
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Bookcases,556.665,5,0.15,6.549,8/18/2025 1:12
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,71.98,2,0,15.1158,5/21/2024 8:51
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,79.98,2,0,26.3934,10/3/2025 2:25
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,24.672,4,0.2,7.71,10/12/2024 1:23
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,3.744,1,0.2,1.3104,5/28/2023 2:19
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,445.96,5,0.2,55.745,11/2/2025 19:47
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,36.24,1,0,15.2208,1/18/2025 10:45
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,10.65,3,0,5.0055,3/22/2025 7:44
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,87.92,4,0,40.4432,1/6/2023 4:01
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,22.424,1,0.2,8.409,3/20/2023 12:58
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,90.48,3,0.2,33.93,9/5/2025 6:35
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,42.76,1,0,11.1176,4/5/2025 5:03
Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Office Supplies,Binders,10.08,7,0.2,3.528,1/30/2023 11:56
Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Technology,Accessories,101.34,3,0,8.1072,3/14/2025 1:13
First Class,Consumer,United States,Wichita,Kansas,67212,Central,Technology,Phones,224.75,5,0,62.93,2/24/2025 6:16
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,73.176,6,0.8,-197.5752,12/20/2023 5:29
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,1/29/2024 10:32
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,39.984,2,0.2,-8.9964,8/12/2024 23:55
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,15.36,2,0,7.68,3/8/2025 22:57
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,3/12/2025 13:15
First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,150.384,2,0.2,15.0384,9/12/2025 16:46
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,280.782,3,0.4,-60.8361,4/29/2023 15:04
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,31.984,2,0.2,1.1994,2/1/2024 8:51
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,11.232,3,0.2,3.9312,11/7/2023 3:35
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,26.4,5,0,11.88,11/22/2024 23:23
Standard Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,3.52,2,0,1.0208,10/22/2024 5:40
First Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,1649.95,5,0,659.98,7/28/2023 11:13
First Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,111.9,6,0,51.474,7/28/2025 21:20
Same Day,Home Office,United States,Los Angeles,California,90036,West,Furniture,Bookcases,599.165,5,0.15,35.245,7/15/2025 12:12
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,46.53,3,0,12.0978,6/8/2025 23:49
First Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,31.984,2,0.2,1.999,9/27/2023 23:33
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Appliances,161.568,2,0.2,16.1568,3/15/2023 19:05
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,4.064,1,0.2,1.3716,7/12/2025 22:31
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,6.216,4,0.7,-4.9728,4/8/2025 2:33
Standard Class,Consumer,United States,Chandler,Arizona,85224,West,Office Supplies,Art,8.896,4,0.2,0.6672,5/31/2023 10:20
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,1640.7,5,0,459.396,10/14/2023 3:34
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Accessories,270,3,0,97.2,10/30/2023 0:29
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,19.52,2,0.2,5.368,6/29/2025 18:58
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,9.81,5,0.7,-6.867,11/25/2024 17:12
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,213.216,3,0.2,15.9912,6/17/2023 4:08
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,588.784,2,0.2,183.995,12/25/2023 20:53
Second Class,Consumer,United States,Jupiter,Florida,33458,South,Office Supplies,Art,2.064,1,0.2,0.1548,11/23/2024 3:55
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,6.368,2,0.2,2.388,6/12/2024 23:51
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,99.6,1,0,36.852,11/15/2023 4:40
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,62.296,13,0.2,21.0249,7/27/2023 23:54
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,10.71,3,0,2.7846,2/12/2024 22:00
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,20.936,1,0.2,7.0659,4/16/2024 17:29
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,33,6,0,8.25,8/24/2023 19:39
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,249.95,5,0,87.4825,4/18/2025 1:16
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Supplies,357.93,3,0,7.1586,11/27/2025 21:30
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Technology,Accessories,57.4,5,0,10.906,3/6/2023 8:17
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Binders,331.96,2,0,149.382,6/3/2023 16:47
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Furniture,Furnishings,40.56,2,0,12.9792,11/21/2025 12:57
Standard Class,Home Office,United States,Sparks,Nevada,89431,West,Office Supplies,Supplies,86.2,5,0,24.998,1/21/2024 6:40
Standard Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,38.016,6,0.2,13.7808,8/15/2024 16:39
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,8.384,1,0.2,0.7336,4/7/2024 1:26
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,6.848,2,0.2,0.7704,2/8/2023 12:46
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Fasteners,19.6,5,0,9.604,12/18/2024 10:08
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Furnishings,68.46,2,0,20.538,2/11/2024 18:21
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,13.344,6,0.2,4.3368,12/27/2024 0:40
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,1478.272,8,0.2,92.392,12/22/2024 0:17
Standard Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Storage,16.272,1,0.2,-3.8646,11/23/2025 14:47
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,9.24,3,0,4.4352,9/8/2024 8:35
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,32.34,10,0.7,-23.716,8/21/2024 16:50
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,56.064,4,0.2,19.6224,6/11/2023 17:28
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,108.72,5,0.2,36.693,12/2/2023 11:42
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Furniture,Bookcases,181.47,5,0.7,-320.597,10/16/2023 0:21
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,16.176,3,0.2,6.066,6/23/2024 14:28
